id,noTrans,paidType,cardInit,cardName,cardNumber,totalpaid,MachineName,CompanyCharge,CustomerCharge,ReffNo,ProgressiveDisc
63541,01SCS19E190065,CASH,-,-,-,252000,-,0,0,-,0
63542,01SCS19E190066,CASH,-,-,-,491800,-,0,0,-,0
63543,01SCS19E190067,CASH,-,-,-,252000,-,0,0,-,0
63544,01SCS19E190068,CASH,-,-,-,94500,-,0,0,-,0
63545,01SCS19E190069,CASH,-,-,-,322600,-,0,0,-,0
63546,01SCS19E190070,CASH,-,-,-,111300,-,0,0,-,0
63547,01SCS19E190071,CASH,-,-,-,108500,-,0,0,-,0
63548,01SCS19E190072,CASH,-,-,-,412000,-,0,0,-,0
63549,01SCS19E190073,CASH,-,-,-,280000,-,0,0,-,0
63550,01SCS19E190074,CASH,-,-,-,220500,-,0,0,-,0
63551,01SCS19E190075,CASH,-,-,-,252000,-,0,0,-,0
63552,01SCS19E190076,CASH,-,-,-,236000,-,0,0,-,0
63553,01SCS19E190077,CASH,-,-,-,264000,-,0,0,-,0
63554,01SCS19E190078,CASH,-,-,-,220500,-,0,0,-,0
63555,01SCS19E190079,CASH,-,-,-,220500,-,0,0,-,0
63556,01SCS19E190080,CASH,-,-,-,336000,-,0,0,-,0
63557,01SCS19E190081,CASH,-,-,-,94500,-,0,0,-,0
63558,01SCS19E190082,CASH,-,-,-,206500,-,0,0,-,0
63559,01SCS19E190083,CASH,-,-,-,94500,-,0,0,-,0
63561,01SCS19E190085,CASH,-,-,-,220500,-,0,0,-,0
63562,01SCS19E190086,CASH,-,-,-,220500,-,0,0,-,0
63563,01SCS19E190087,CASH,-,-,-,283500,-,0,0,-,0
63564,01SCS19E190088,CASH,-,-,-,108500,-,0,0,-,0
63565,01SCS19E190089,CASH,-,-,-,205800,-,0,0,-,0
63566,01SCS19E190090,CASH,-,-,-,325500,-,0,0,-,0
63567,01SCS19E190091,CASH,-,-,-,220500,-,0,0,-,0
63568,01SCS19E190092,CASH,-,-,-,112000,-,0,0,-,0
63569,01SCS19E190093,CASH,-,-,-,189000,-,0,0,-,0
63570,01SCS19E190094,CASH,-,-,-,116000,-,0,0,-,0
63571,01SCS19E190095,CASH,-,-,-,105000,-,0,0,-,0
63574,01SCS19E190098,CASH,-,-,-,105000,-,0,0,-,0
63576,01SCS19E190100,CASH,-,-,-,205000,-,0,0,-,0
63577,01SCS19E190101,CASH,-,-,-,213500,-,0,0,-,0
63578,01SCS19E190102,CASH,-,-,-,331800,-,0,0,-,0
63580,01SCS19E190104,CASH,-,-,-,220500,-,0,0,-,0
63581,01SCS19E190105,CASH,-,-,-,175000,-,0,0,-,0
63582,01SCS19E190106,CASH,-,-,-,434000,-,0,0,-,0
63583,01SCS19E190107,CASH,-,-,-,411800,-,0,0,-,0
63584,01SCS19E190108,CASH,-,-,-,105000,-,0,0,-,0
63585,01SCS19E190109,CASH,-,-,-,252000,-,0,0,-,0
63586,01SCS19E190110,CASH,-,-,-,115500,-,0,0,-,0
63587,01SCS19E190111,CASH,-,-,-,120000,-,0,0,-,0
63588,01SCS19E190112,CASH,-,-,-,252000,-,0,0,-,0
63589,01SCS19E190113,CASH,-,-,-,116000,-,0,0,-,0
63590,01SCS19E190114,CASH,-,-,-,220500,-,0,0,-,0
63591,01SCS19E190115,CASH,-,-,-,227500,-,0,0,-,0
63592,01SCS19E190116,CASH,-,-,-,220500,-,0,0,-,0
63593,01SCS19E190117,CASH,-,-,-,441000,-,0,0,-,0
63595,01SCS19E190119,CASH,-,-,-,325800,-,0,0,-,0
63596,01SCS19E190120,CASH,-,-,-,108000,-,0,0,-,0
63598,01SCS19E190122,CASH,-,-,-,116000,-,0,0,-,0
63599,01SCS19E190123,CASH,-,-,-,220500,-,0,0,-,0
63600,01SCS19E190124,CASH,-,-,-,105000,-,0,0,-,0
63601,01SCS19E190125,CASH,-,-,-,94500,-,0,0,-,0
63602,01SCS19E190126,CASH,-,-,-,205800,-,0,0,-,0
63603,01SCS19E190127,CASH,-,-,-,175000,-,0,0,-,0
63604,01SCS19E190128,CASH,-,-,-,319500,-,0,0,-,0
63605,01SCS19E190129,CASH,-,-,-,236000,-,0,0,-,0
63606,01SCS19E190130,CASH,-,-,-,227300,-,0,0,-,0
63607,01SCS19E190131,CASH,-,-,-,196000,-,0,0,-,0
63610,01SCS19E190134,CASH,-,-,-,220500,-,0,0,-,0
63611,01SCS19E190135,CASH,-,-,-,264000,-,0,0,-,0
63612,01SCS19E190136,CASH,-,-,-,120000,-,0,0,-,0
63613,01SCS19E190137,CASH,-,-,-,199500,-,0,0,-,0
63614,01SCS19E190138,CASH,-,-,-,135000,-,0,0,-,0
63615,01SCS19E190139,CASH,-,-,-,496000,-,0,0,-,0
63616,01SCS19E190140,CASH,-,-,-,238500,-,0,0,-,0
63617,01SCS19E190141,CASH,-,-,-,346500,-,0,0,-,0
63618,01SCS19E190142,CASH,-,-,-,668000,-,0,0,-,0
63619,01SCS19E190143,CASH,-,-,-,220500,-,0,0,-,0
63620,01SCS19E190144,CASH,-,-,-,328000,-,0,0,-,0
63621,01SCS19E190145,CASH,-,-,-,105000,-,0,0,-,0
63622,01SCS19E190146,CASH,-,-,-,232000,-,0,0,-,0
63623,01SCS19E190147,CASH,-,-,-,854400,-,0,0,-,0
63624,01SCS19E190148,CASH,-,-,-,199500,-,0,0,-,0
63625,01SCS19E190149,CASH,-,-,-,94500,-,0,0,-,0
63627,01SCS19E190151,CASH,-,-,-,252000,-,0,0,-,0
63628,01SCS19E190152,CASH,-,-,-,101500,-,0,0,-,0
63629,01SCS19E190153,CASH,-,-,-,688500,-,0,0,-,0
63630,01SCS19E190154,CASH,-,-,-,94500,-,0,0,-,0
63631,01SCS19E190155,CASH,-,-,-,231500,-,0,0,-,0
63632,01SCS19E190156,CASH,-,-,-,94500,-,0,0,-,0
63633,01SCS19E190157,CASH,-,-,-,94500,-,0,0,-,0
63634,01SCS19E190158,CASH,-,-,-,94500,-,0,0,-,0
63635,01SCS19E190159,CASH,-,-,-,220500,-,0,0,-,0
63636,01SCS19E190160,CASH,-,-,-,135000,-,0,0,-,0
63637,01SCS19E190161,CASH,-,-,-,220500,-,0,0,-,0
63638,01SCS19E190162,CASH,-,-,-,220500,-,0,0,-,0
63639,01SCS19E190163,CASH,-,-,-,292000,-,0,0,-,0
63640,01SCS19E190164,CASH,-,-,-,98000,-,0,0,-,0
63641,01SCS19E190165,CASH,-,-,-,94500,-,0,0,-,0
63642,01SCS19E190166,CASH,-,-,-,255200,-,0,0,-,0
63643,01SCS19E190167,CASH,-,-,-,164500,-,0,0,-,0
63644,01SCS19E190168,CASH,-,-,-,108000,-,0,0,-,0
63645,01SCS19E190169,CASH,-,-,-,252000,-,0,0,-,0
63646,01SCS19E190170,CASH,-,-,-,88000,-,0,0,-,0
63647,01SCS19E190171,CASH,-,-,-,336000,-,0,0,-,0
63648,01SCS19E190172,CASH,-,-,-,196000,-,0,0,-,0
63649,01SCS19E190173,CASH,-,-,-,111300,-,0,0,-,0
63650,01SCS19E190174,CASH,-,-,-,94500,-,0,0,-,0
63651,01SCS19E190175,CASH,-,-,-,94500,-,0,0,-,0
63652,01SCS19E190176,CASH,-,-,-,111300,-,0,0,-,0
63653,01SCS19E190177,CASH,-,-,-,694300,-,0,0,-,0
63654,01SCS19E190178,CASH,-,-,-,94500,-,0,0,-,0
63655,01SCS19E190179,CASH,-,-,-,626400,-,0,0,-,0
63657,01SCS19E190181,CASH,-,-,-,734900,-,0,0,-,0
63658,01SCS19E190182,CASH,-,-,-,228000,-,0,0,-,0
63661,01SCS19E190185,CASH,-,-,-,252000,-,0,0,-,0
63662,01SCS19E190186,CASH,-,-,-,252000,-,0,0,-,0
63664,01SCS19E190188,CASH,-,-,-,50000,-,0,0,-,0
63665,01SCS19E190189,CASH,-,-,-,98000,-,0,0,-,0
63666,01SCS19E190190,CASH,-,-,-,245000,-,0,0,-,0
63668,01SCS19E190192,CASH,-,-,-,404000,-,0,0,-,0
63669,01SCS19E190193,CASH,-,-,-,262500,-,0,0,-,0
63670,01SCS19E190194,CASH,-,-,-,484500,-,0,0,-,0
63672,01SCS19E190196,CASH,-,-,-,120000,-,0,0,-,0
63673,01SCS19E190197,CASH,-,-,-,210000,-,0,0,-,0
63674,01SCS19E190198,CASH,-,-,-,112000,-,0,0,-,0
63675,01SCS19E190199,CASH,-,-,-,105000,-,0,0,-,0
63678,01SCS19E190202,CASH,-,-,-,280000,-,0,0,-,0
63679,01SCS19E190203,CASH,-,-,-,300000,-,0,0,-,0
63680,01SCS19E190204,CASH,-,-,-,252000,-,0,0,-,0
63681,01SCS19E190205,CASH,-,-,-,441000,-,0,0,-,0
63682,01SCS19E190206,CASH,-,-,-,220500,-,0,0,-,0
63683,01SCS19E190207,CASH,-,-,-,220500,-,0,0,-,0
63684,01SCS19E190208,CASH,-,-,-,252000,-,0,0,-,0
63685,01SCS19E190209,CASH,-,-,-,252000,-,0,0,-,0
63686,01SCS19E190210,CASH,-,-,-,199500,-,0,0,-,0
63687,01SCS19E190211,CASH,-,-,-,104000,-,0,0,-,0
63688,01SCS19E190212,CASH,-,-,-,455000,-,0,0,-,0
63689,01SCS19E190213,CASH,-,-,-,220500,-,0,0,-,0
63690,01SCS19E190214,CASH,-,-,-,513300,-,0,0,-,0
63691,01SCS19E190215,CASH,-,-,-,108000,-,0,0,-,0
63692,01SCS19E190216,CASH,-,-,-,222600,-,0,0,-,0
63693,01SCS19E190217,CASH,-,-,-,318500,-,0,0,-,0
63694,01SCS19E190218,CASH,-,-,-,357000,-,0,0,-,0
63695,01SCS19E190219,CASH,-,-,-,222600,-,0,0,-,0
63696,01SCS19E190220,CASH,-,-,-,436000,-,0,0,-,0
63697,01SCS19E190221,CASH,-,-,-,105000,-,0,0,-,0
63700,01SCS19E190224,CASH,-,-,-,292000,-,0,0,-,0
63701,01SCS19E190225,CASH,-,-,-,116000,-,0,0,-,0
63702,01SCS19E190226,CASH,-,-,-,260000,-,0,0,-,0
63703,01SCS19E190227,CASH,-,-,-,199500,-,0,0,-,0
63704,01SCS19E190228,CASH,-,-,-,280000,-,0,0,-,0
63705,01SCS19E190229,CASH,-,-,-,220500,-,0,0,-,0
63706,01SCS19E190230,CASH,-,-,-,94500,-,0,0,-,0
63707,01SCS19E190231,CASH,-,-,-,284000,-,0,0,-,0
63708,01SCS19E190232,CASH,-,-,-,147000,-,0,0,-,0
63709,01SCS19E190233,CASH,-,-,-,252000,-,0,0,-,0
63710,01SCS19E190234,CASH,-,-,-,220500,-,0,0,-,0
63711,01SCS19E190235,CASH,-,-,-,116000,-,0,0,-,0
63712,01SCS19E190236,CASH,-,-,-,116000,-,0,0,-,0
63713,01SCS19E190237,CASH,-,-,-,94500,-,0,0,-,0
63714,01SCS19E190238,CASH,-,-,-,252000,-,0,0,-,0
63715,01SCS19E190239,CASH,-,-,-,216300,-,0,0,-,0
63716,01SCS19E190240,CASH,-,-,-,94500,-,0,0,-,0
63717,01SCS19E190241,CASH,-,-,-,236000,-,0,0,-,0
63719,01SCS19E190243,CASH,-,-,-,116000,-,0,0,-,0
63720,01SCS19E190244,CASH,-,-,-,120000,-,0,0,-,0
63722,01SCS19E190246,CASH,-,-,-,94500,-,0,0,-,0
63723,01SCS19E190247,CASH,-,-,-,236000,-,0,0,-,0
63724,01SCS19E190248,CASH,-,-,-,220500,-,0,0,-,0
63725,01SCS19E190249,CASH,-,-,-,450000,-,0,0,-,0
63726,01SCS19E190250,CASH,-,-,-,112000,-,0,0,-,0
63727,01SCS19E190251,CASH,-,-,-,216300,-,0,0,-,0
63728,01SCS19E190252,CASH,-,-,-,220500,-,0,0,-,0
63729,01SCS19E190253,CASH,-,-,-,125000,-,0,0,-,0
63732,01SCS19E190256,CASH,-,-,-,284000,-,0,0,-,0
63733,01SCS19E190257,CASH,-,-,-,245000,-,0,0,-,0
63734,01SCS19E190258,CASH,-,-,-,160000,-,0,0,-,0
63735,01SCS19E190259,CASH,-,-,-,105000,-,0,0,-,0
63737,01SCS19E190261,CASH,-,-,-,205800,-,0,0,-,0
63738,01SCS19E190262,CASH,-,-,-,252000,-,0,0,-,0
63739,01SCS19E190263,CASH,-,-,-,111300,-,0,0,-,0
63740,01SCS19E190264,CASH,-,-,-,116000,-,0,0,-,0
63741,01SCS19E190265,CASH,-,-,-,172500,-,0,0,-,0
63742,01SCS19E190266,CASH,-,-,-,284000,-,0,0,-,0
63744,01SCS19E190268,CASH,-,-,-,120000,-,0,0,-,0
63745,01SCS19E190269,CASH,-,-,-,68000,-,0,0,-,0
63746,01SCS19E190270,CASH,-,-,-,220500,-,0,0,-,0
63749,01SCS19E190273,CASH,-,-,-,245000,-,0,0,-,0
63750,01SCS19E190274,CASH,-,-,-,155000,-,0,0,-,0
63751,01SCS19E190275,CASH,-,-,-,120000,-,0,0,-,0
63752,01SCS19E190276,CASH,-,-,-,178800,-,0,0,-,0
63753,01SCS19E190277,CASH,-,-,-,280000,-,0,0,-,0
63754,01SCS19E190278,CASH,-,-,-,236500,-,0,0,-,0
63755,01SCS19E190279,CASH,-,-,-,94500,-,0,0,-,0
63756,01SCS19E190280,CASH,-,-,-,105000,-,0,0,-,0
63758,01SCS19E190282,CASH,-,-,-,94500,-,0,0,-,0
63759,01SCS19E190283,CASH,-,-,-,252000,-,0,0,-,0
63760,01SCS19E190284,CASH,-,-,-,341700,-,0,0,-,0
63761,01SCS19E190285,CASH,-,-,-,426300,-,0,0,-,0
63762,01SCS19E190286,CASH,-,-,-,252000,-,0,0,-,0
63763,01SCS19E190287,CASH,-,-,-,315000,-,0,0,-,0
63764,01SCS19E190288,CASH,-,-,-,220500,-,0,0,-,0
63765,01SCS19E190289,CASH,-,-,-,76000,-,0,0,-,0
63766,01SCS19E190290,CASH,-,-,-,514400,-,0,0,-,0
63767,01SCS19E190291,CASH,-,-,-,232000,-,0,0,-,0
63768,01SCS19E190292,CASH,-,-,-,105000,-,0,0,-,0
63769,01SCS19E190293,CASH,-,-,-,94500,-,0,0,-,0
63770,01SCS19E190294,CASH,-,-,-,220500,-,0,0,-,0
63771,01SCS19E190295,CASH,-,-,-,105000,-,0,0,-,0
63773,01SCS19E190297,CASH,-,-,-,120000,-,0,0,-,0
63774,01SCS19E190298,CASH,-,-,-,283500,-,0,0,-,0
63775,01SCS19E190299,CASH,-,-,-,252000,-,0,0,-,0
63776,01SCS19E190300,CASH,-,-,-,108000,-,0,0,-,0
63777,01SCS19E190301,CASH,-,-,-,252000,-,0,0,-,0
63779,01SCS19E190303,CASH,-,-,-,292000,-,0,0,-,0
63780,01SCS19E190304,CASH,-,-,-,196000,-,0,0,-,0
63781,01SCS19E190305,CASH,-,-,-,94500,-,0,0,-,0
63782,01SCS19E190306,CASH,-,-,-,436000,-,0,0,-,0
63783,01SCS19E190307,CASH,-,-,-,94500,-,0,0,-,0
63784,01SCS19E190308,CASH,-,-,-,210000,-,0,0,-,0
63786,01SCS19E190310,CASH,-,-,-,161300,-,0,0,-,0
63787,01SCS19E190311,CASH,-,-,-,135000,-,0,0,-,0
63788,01SCS19E190312,CASH,-,-,-,220500,-,0,0,-,0
63789,01SCS19E190313,CASH,-,-,-,199500,-,0,0,-,0
63790,01SCS19E190314,CASH,-,-,-,352000,-,0,0,-,0
63791,01SCS19E190315,CASH,-,-,-,252000,-,0,0,-,0
63792,01SCS19E190316,CASH,-,-,-,94500,-,0,0,-,0
63793,01SCS19E190317,CASH,-,-,-,120000,-,0,0,-,0
63794,01SCS19E190318,CASH,-,-,-,111300,-,0,0,-,0
63795,01SCS19E190319,CASH,-,-,-,94500,-,0,0,-,0
63796,01SCS19E190320,CASH,-,-,-,84000,-,0,0,-,0
63797,01SCS19E190321,CASH,-,-,-,320000,-,0,0,-,0
63798,01SCS19E200001,CASH,-,-,-,135000,-,0,0,-,0
63799,01SCS19E200002,CASH,-,-,-,68000,-,0,0,-,0
63800,01SCS19E200003,CASH,-,-,-,460000,-,0,0,-,0
63801,01SCS19E200004,CASH,-,-,-,252000,-,0,0,-,0
63802,01SCS19E200005,CASH,-,-,-,450000,-,0,0,-,0
63803,01SCS19E200006,CASH,-,-,-,140000,-,0,0,-,0
63806,01SCS19E200009,CASH,-,-,-,228000,-,0,0,-,0
63807,01SCS19E200010,CASH,-,-,-,284000,-,0,0,-,0
63808,01SCS19E200011,CASH,-,-,-,62500,-,0,0,-,0
63809,01SCS19E200012,CASH,-,-,-,300000,-,0,0,-,0
63810,01SCS19E200013,CASH,-,-,-,160000,-,0,0,-,0
63811,01SCS19E200014,CASH,-,-,-,76300,-,0,0,-,0
63812,01SCS19E200015,CASH,-,-,-,284000,-,0,0,-,0
63813,01SCS19E200016,CASH,-,-,-,120000,-,0,0,-,0
63814,01SCS19E200017,CASH,-,-,-,179000,-,0,0,-,0
63815,01SCS19E200018,CASH,-,-,-,135000,-,0,0,-,0
63816,01SCS19E200019,CASH,-,-,-,769000,-,0,0,-,0
63817,01SCS19E200020,CASH,-,-,-,544500,-,0,0,-,0
63818,01SCS19E200021,CASH,-,-,-,252000,-,0,0,-,0
63819,01SCS19E200022,CASH,-,-,-,135000,-,0,0,-,0
63820,01SCS19E200023,CASH,-,-,-,290000,-,0,0,-,0
63821,01SCS19E200024,CASH,-,-,-,135000,-,0,0,-,0
63822,01SCS19E200025,CASH,-,-,-,108000,-,0,0,-,0
63823,01SCS19E200026,CASH,-,-,-,264000,-,0,0,-,0
63824,01SCS19E200027,CASH,-,-,-,252000,-,0,0,-,0
63826,01SCS19E200029,CASH,-,-,-,112000,-,0,0,-,0
63827,01SCS19E200030,CASH,-,-,-,252000,-,0,0,-,0
63828,01SCS19E200031,CASH,-,-,-,88000,-,0,0,-,0
63829,01SCS19E200032,CASH,-,-,-,270000,-,0,0,-,0
63830,01SCS19E200033,CASH,-,-,-,108000,-,0,0,-,0
63831,01SCS19E200034,CASH,-,-,-,94500,-,0,0,-,0
63832,01SCS19E200035,CASH,-,-,-,105000,-,0,0,-,0
63833,01SCS19E200036,CASH,-,-,-,350000,-,0,0,-,0
63834,01SCS19E200037,CASH,-,-,-,315000,-,0,0,-,0
63835,01SCS19E200038,CASH,-,-,-,70000,-,0,0,-,0
63836,01SCS19E200039,CASH,-,-,-,108000,-,0,0,-,0
63839,01SCS19E200042,CASH,-,-,-,252000,-,0,0,-,0
63840,01SCS19E200043,CASH,-,-,-,135000,-,0,0,-,0
63841,01SCS19E200044,CASH,-,-,-,315000,-,0,0,-,0
63842,01SCS19E200045,CASH,-,-,-,450000,-,0,0,-,0
63843,01SCS19E200046,CASH,-,-,-,120000,-,0,0,-,0
63844,01SCS19E200047,CASH,-,-,-,430000,-,0,0,-,0
63845,01SCS19E200048,CASH,-,-,-,543000,-,0,0,-,0
63846,01SCS19E200049,CASH,-,-,-,120000,-,0,0,-,0
63847,01SCS19E200050,CASH,-,-,-,104300,-,0,0,-,0
63848,01SCS19E200051,CASH,-,-,-,390000,-,0,0,-,0
63849,01SCS19E200052,CASH,-,-,-,292000,-,0,0,-,0
63850,01SCS19E200053,CASH,-,-,-,252000,-,0,0,-,0
63851,01SCS19E200054,CASH,-,-,-,229500,-,0,0,-,0
63852,01SCS19E200055,CASH,-,-,-,68000,-,0,0,-,0
63853,01SCS19E200056,CASH,-,-,-,314000,-,0,0,-,0
63854,01SCS19E200057,CASH,-,-,-,356000,-,0,0,-,0
63855,01SCS19E200058,CASH,-,-,-,315000,-,0,0,-,0
63856,01SCS19E200059,CASH,-,-,-,62500,-,0,0,-,0
63857,01SCS19E200060,CASH,-,-,-,252000,-,0,0,-,0
63858,01SCS19E200061,CASH,-,-,-,135000,-,0,0,-,0
63859,01SCS19E200062,CASH,-,-,-,150000,-,0,0,-,0
63860,01SCS19E200063,CASH,-,-,-,196000,-,0,0,-,0
63861,01SCS19E200064,CASH,-,-,-,265000,-,0,0,-,0
63862,01SCS19E200065,CASH,-,-,-,252000,-,0,0,-,0
63863,01SCS19E200066,CASH,-,-,-,350000,-,0,0,-,0
63864,01SCS19E200067,CASH,-,-,-,135000,-,0,0,-,0
63865,01SCS19E200068,CASH,-,-,-,260000,-,0,0,-,0
63866,01SCS19E200069,CASH,-,-,-,252000,-,0,0,-,0
63867,01SCS19E200070,CASH,-,-,-,179000,-,0,0,-,0
63869,01SCS19E200072,CASH,-,-,-,315000,-,0,0,-,0
63870,01SCS19E200073,CASH,-,-,-,310000,-,0,0,-,0
63871,01SCS19E200074,CASH,-,-,-,252000,-,0,0,-,0
63872,01SCS19E200075,CASH,-,-,-,140000,-,0,0,-,0
63873,01SCS19E200076,CASH,-,-,-,252000,-,0,0,-,0
63874,01SCS19E200077,CASH,-,-,-,76000,-,0,0,-,0
63876,01SCS19E200079,CASH,-,-,-,140000,-,0,0,-,0
63877,01SCS19E200080,CASH,-,-,-,159000,-,0,0,-,0
63878,01SCS19E200081,CASH,-,-,-,252000,-,0,0,-,0
63879,01SCS19E200082,CASH,-,-,-,111300,-,0,0,-,0
63880,01SCS19E200083,CASH,-,-,-,485000,-,0,0,-,0
63881,01SCS19E200084,CASH,-,-,-,103000,-,0,0,-,0
63882,01SCS19E200085,CASH,-,-,-,76000,-,0,0,-,0
63883,01SCS19E200086,CASH,-,-,-,227500,-,0,0,-,0
63884,01SCS19E200087,CASH,-,-,-,115500,-,0,0,-,0
63885,01SCS19E200088,CASH,-,-,-,252000,-,0,0,-,0
63886,01SCS19E200089,CASH,-,-,-,225000,-,0,0,-,0
63889,01SCS19E200092,CASH,-,-,-,265000,-,0,0,-,0
63890,01SCS19E200093,CASH,-,-,-,252000,-,0,0,-,0
63891,01SCS19E200094,CASH,-,-,-,150000,-,0,0,-,0
63892,01SCS19E200095,CASH,-,-,-,350000,-,0,0,-,0
63893,01SCS19E200096,CASH,-,-,-,252000,-,0,0,-,0
63894,01SCS19E200097,CASH,-,-,-,140000,-,0,0,-,0
63895,01SCS19E200098,CASH,-,-,-,375000,-,0,0,-,0
63896,01SCS19E200099,CASH,-,-,-,647200,-,0,0,-,0
63897,01SCS19E200100,CASH,-,-,-,315000,-,0,0,-,0
63898,01SCS19E200101,CASH,-,-,-,120000,-,0,0,-,0
63900,01SCS19E200103,CASH,-,-,-,284000,-,0,0,-,0
63901,01SCS19E200104,CASH,-,-,-,315000,-,0,0,-,0
63902,01SCS19E200105,CASH,-,-,-,300000,-,0,0,-,0
63903,01SCS19E200106,CASH,-,-,-,240000,-,0,0,-,0
63905,01SCS19E200108,CASH,-,-,-,252000,-,0,0,-,0
63906,01SCS19E200109,CASH,-,-,-,315000,-,0,0,-,0
63907,01SCS19E200110,CASH,-,-,-,243000,-,0,0,-,0
63908,01SCS19E200111,CASH,-,-,-,252000,-,0,0,-,0
63909,01SCS19E200112,CASH,-,-,-,224000,-,0,0,-,0
63910,01SCS19E200113,CASH,-,-,-,284000,-,0,0,-,0
63911,01SCS19E200114,CASH,-,-,-,308000,-,0,0,-,0
63912,01SCS19E200115,CASH,-,-,-,714500,-,0,0,-,0
63913,01SCS19E200116,CASH,-,-,-,357000,-,0,0,-,0
63914,01SCS19E200117,CASH,-,-,-,415000,-,0,0,-,0
63915,01SCS19E200118,CASH,-,-,-,135000,-,0,0,-,0
63916,01SCS19E200119,CASH,-,-,-,211000,-,0,0,-,0
63917,01SCS19E200120,CASH,-,-,-,116000,-,0,0,-,0
63918,01SCS19E200121,CASH,-,-,-,315000,-,0,0,-,0
63919,01SCS19E200122,CASH,-,-,-,1250000,-,0,0,-,0
63920,01SCS19E200123,CASH,-,-,-,68000,-,0,0,-,0
63921,01SCS19E200124,CASH,-,-,-,270000,-,0,0,-,0
63922,01SCS19E200125,CASH,-,-,-,236000,-,0,0,-,0
63927,01SCS19E210004,CASH,-,-,-,294000,-,0,0,-,0
63928,01SCS19E210005,CASH,-,-,-,270000,-,0,0,-,0
63929,01SCS19E210006,CASH,-,-,-,140000,-,0,0,-,0
63930,01SCS19E210007,CASH,-,-,-,135000,-,0,0,-,0
63931,01SCS19E210008,CASH,-,-,-,450000,-,0,0,-,0
63932,01SCS19E210009,CASH,-,-,-,860000,-,0,0,-,0
63933,01SCS19E210010,CASH,-,-,-,507000,-,0,0,-,0
63934,01SCS19E210011,CASH,-,-,-,315000,-,0,0,-,0
63936,01SCS19E210013,CASH,-,-,-,256000,-,0,0,-,0
63937,01SCS19E210014,CASH,-,-,-,120000,-,0,0,-,0
63938,01SCS19E210015,CASH,-,-,-,511500,-,0,0,-,0
63939,01SCS19E210016,CASH,-,-,-,252000,-,0,0,-,0
63940,01SCS19E210017,CASH,-,-,-,290000,-,0,0,-,0
63941,01SCS19E210018,CASH,-,-,-,382000,-,0,0,-,0
63942,01SCS19E210019,CASH,-,-,-,314000,-,0,0,-,0
63943,01SCS19E210020,CASH,-,-,-,104300,-,0,0,-,0
63944,01SCS19E210021,CASH,-,-,-,248000,-,0,0,-,0
63945,01SCS19E210022,CASH,-,-,-,135000,-,0,0,-,0
63947,01SCS19E210024,CASH,-,-,-,116000,-,0,0,-,0
63948,01SCS19E210025,CASH,-,-,-,740200,-,0,0,-,0
63949,01SCS19E210026,CASH,-,-,-,315000,-,0,0,-,0
63950,01SCS19E210027,CASH,-,-,-,315000,-,0,0,-,0
63951,01SCS19E210028,CASH,-,-,-,450000,-,0,0,-,0
63952,01SCS19E210029,CASH,-,-,-,252000,-,0,0,-,0
63953,01SCS19E210030,CASH,-,-,-,110000,-,0,0,-,0
63954,01SCS19E210031,CASH,-,-,-,252000,-,0,0,-,0
63955,01SCS19E210032,CASH,-,-,-,105000,-,0,0,-,0
63956,01SCS19E210033,CASH,-,-,-,135000,-,0,0,-,0
63958,01SCS19E210035,CASH,-,-,-,116000,-,0,0,-,0
63961,01SCS19E210038,CASH,-,-,-,288000,-,0,0,-,0
63962,01SCS19E210039,CASH,-,-,-,116000,-,0,0,-,0
63963,01SCS19E210040,CASH,-,-,-,67500,-,0,0,-,0
63964,01SCS19E210041,CASH,-,-,-,180000,-,0,0,-,0
63965,01SCS19E210042,CASH,-,-,-,454000,-,0,0,-,0
63966,01SCS19E210043,CASH,-,-,-,290000,-,0,0,-,0
63967,01SCS19E210044,CASH,-,-,-,252000,-,0,0,-,0
63968,01SCS19E210045,CASH,-,-,-,116000,-,0,0,-,0
63970,01SCS19E210047,CASH,-,-,-,1000000,-,0,0,-,0
63971,01SCS19E210048,CASH,-,-,-,135000,-,0,0,-,0
63972,01SCS19E210049,CASH,-,-,-,224000,-,0,0,-,0
63973,01SCS19E210050,CASH,-,-,-,247000,-,0,0,-,0
63974,01SCS19E210051,CASH,-,-,-,284000,-,0,0,-,0
63976,01SCS19E210053,CASH,-,-,-,135000,-,0,0,-,0
63977,01SCS19E210054,CASH,-,-,-,348500,-,0,0,-,0
63978,01SCS19E210055,CASH,-,-,-,120000,-,0,0,-,0
63979,01SCS19E210056,CASH,-,-,-,135000,-,0,0,-,0
63980,01SCS19E210057,CASH,-,-,-,135000,-,0,0,-,0
63982,01SCS19E210059,CASH,-,-,-,160000,-,0,0,-,0
63983,01SCS19E210060,CASH,-,-,-,68000,-,0,0,-,0
63986,01SCS19E210063,CASH,-,-,-,159000,-,0,0,-,0
63987,01SCS19E210064,CASH,-,-,-,454300,-,0,0,-,0
63989,01SCS19E210066,CASH,-,-,-,205000,-,0,0,-,0
63990,01SCS19E210067,CASH,-,-,-,159000,-,0,0,-,0
63991,01SCS19E210068,CASH,-,-,-,527000,-,0,0,-,0
63992,01SCS19E210069,CASH,-,-,-,315000,-,0,0,-,0
63993,01SCS19E210070,CASH,-,-,-,150000,-,0,0,-,0
63994,01SCS19E210071,CASH,-,-,-,135000,-,0,0,-,0
63996,01SCS19E210073,CASH,-,-,-,478500,-,0,0,-,0
